id,task,context,query,distractor_count,expected_focus,difficulty,brain_zone,neural_analog
tagp_shift_0437,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,3,Item B,9.6981,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0172,Sustained Over Length,Server A hosts the database. Server B runs the API. Server C handles caching. Server D processes jobs. Server E stores logs. Server F monitors metrics. Server G serves static files. Server H manages authentication.,Which server runs the API?,8,Server B,9.6981,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0165,Adversarial Needle,Debug line 3: variable z = 15 | Debug line 5: ERROR: division by zero | Debug line 4: variable sum = 20 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 8: ERROR: null pointer | Debug line 7: variable diff = -5 | Debug line 2: variable y = 10 | Debug line 6: variable product = 30 | Debug line 1: variable x = 5,What is the REAL error message?,1,REAL_bug_buffer_overflow_0xdeadbeef,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_needle_0064,Adversarial Needle,The password is: password1 | The password is: letmein789 | The password is: admin456 | The password is: monkey123 | The password is: hunter2 | The password is: CORRECT_answ3r!XK9 | The password is: qwerty123 | The password is: 123456 | The password is: football,What is the correct password?,8,CORRECT_answ3r!XK9,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_filter_0239,Selective Filtering,Doctor appointment on Friday. The car needs oil change. Please send the report. Critical: System failure in production. Immediate action required. The meeting is at 3 PM. Pay electricity bill. Renew library books. Buy groceries on the way home. Don't forget to call mom.,What is the critical message?,21,System failure in production,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_filter_0222,Selective Filtering,Trees have leaves. The sky is blue. Books have pages. Water is wet. I like pizza. Cars have wheels. The weather is nice today. The API key is sk_live_abc123xyz789. Cats are furry animals.,What is the API key?,8,sk_live_abc123xyz789,9.6981,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_needle_0128,Adversarial Needle,The password is: CORRECT_answ3r!XK9 | The password is: qwerty123 | The password is: 123456 | The password is: password1 | The password is: hunter2 | The password is: admin456 | The password is: football | The password is: monkey123 | The password is: letmein789,What is the correct password?,5,CORRECT_answ3r!XK9,17.3515,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_divided_0361,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,12,"3, 2",6.60612,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_filter_0125,Selective Filtering,Don't forget to call mom. Please send the report. Critical: System failure in production. Immediate action required. The meeting is at 3 PM.,What is the critical message?,3,System failure in production,3.0,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_divided_0105,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,10,"3, 2",3.0,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_divided_0378,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,18,"5, 4",31.232700000000005,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_divided_0300,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,10,"5, 4",3.0,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_divided_0277,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,15,"3, 2",14.54715,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_filter_0269,Selective Filtering,Pay electricity bill. Renew library books. Please send the report. Buy groceries on the way home. Doctor appointment on Friday. Critical: System failure in production. Immediate action required. The meeting is at 3 PM. The car needs oil change. Don't forget to call mom.,What is the critical message?,21,System failure in production,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_filter_0129,Selective Filtering,Cars have wheels. The sky is blue. I like pizza. Cats are furry animals. The API key is sk_live_abc123xyz789. Trees have leaves. The weather is nice today. Books have pages. Water is wet.,What is the API key?,21,sk_live_abc123xyz789,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_filter_0043,Selective Filtering,C++ is low-level. Rust is fast and safe. Java runs on JVM. JavaScript is a programming language. Ruby is elegant. PHP is for web development. Python is popular for AI. The error code is ERR_TIMEOUT_DB_CONNECTION. Go is good for concurrency.,What is the error code?,13,ERR_TIMEOUT_DB_CONNECTION,17.3515,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_needle_0112,Adversarial Needle,The password is: football | The password is: CORRECT_answ3r!XK9 | The password is: admin456 | The password is: 123456 | The password is: monkey123 | The password is: password1 | The password is: letmein789 | The password is: hunter2 | The password is: qwerty123,What is the correct password?,3,CORRECT_answ3r!XK9,9.6981,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_needle_0435,Adversarial Needle,Debug line 2: variable y = 10 | Debug line 5: ERROR: division by zero | Debug line 1: variable x = 5 | Debug line 4: variable sum = 20 | Debug line 6: variable product = 30 | Debug line 7: variable diff = -5 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 8: ERROR: null pointer | Debug line 3: variable z = 15,What is the REAL error message?,1,REAL_bug_buffer_overflow_0xdeadbeef,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_shift_0212,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,3,car,9.6981,colliculus,Colliculus FilterConfig.focus switching cost
tagp_divided_0213,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,18,"3, 2",31.232700000000005,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_filter_0224,Selective Filtering,Please send the report. The car needs oil change. Renew library books. Don't forget to call mom. Critical: System failure in production. Immediate action required. Doctor appointment on Friday. The meeting is at 3 PM. Buy groceries on the way home. Pay electricity bill.,What is the critical message?,21,System failure in production,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0359,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,5,Item B,30.861,colliculus,Colliculus FilterConfig.focus switching cost
tagp_needle_0398,Adversarial Needle,The password is: admin456 | The password is: monkey123 | The password is: qwerty123 | The password is: password1 | The password is: hunter2 | The password is: CORRECT_answ3r!XK9 | The password is: letmein789 | The password is: football | The password is: 123456,What is the correct password?,5,CORRECT_answ3r!XK9,17.3515,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0176,Sustained Over Length,The project started in January. Team Alpha was assigned to it. They completed phase 1 in February. Phase 2 took until March. The final deliverable was in April.,When was phase 2 completed?,5,March,5.5051,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0292,Adversarial Needle,The password is: letmein789 | The password is: admin456 | The password is: football | The password is: hunter2 | The password is: monkey123 | The password is: qwerty123 | The password is: 123456 | The password is: CORRECT_answ3r!XK9 | The password is: password1,What is the correct password?,3,CORRECT_answ3r!XK9,9.6981,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_needle_0349,Adversarial Needle,Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 4: variable sum = 20 | Debug line 1: variable x = 5 | Debug line 3: variable z = 15 | Debug line 2: variable y = 10 | Debug line 5: ERROR: division by zero | Debug line 6: variable product = 30 | Debug line 7: variable diff = -5 | Debug line 8: ERROR: null pointer,What is the REAL error message?,8,REAL_bug_buffer_overflow_0xdeadbeef,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_needle_0269,Adversarial Needle,Debug line 8: ERROR: null pointer | Debug line 4: variable sum = 20 | Debug line 1: variable x = 5 | Debug line 5: ERROR: division by zero | Debug line 3: variable z = 15 | Debug line 2: variable y = 10 | Debug line 6: variable product = 30 | Debug line 7: variable diff = -5 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef,What is the REAL error message?,8,REAL_bug_buffer_overflow_0xdeadbeef,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_shift_0101,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,2,Item B,5.5051,colliculus,Colliculus FilterConfig.focus switching cost
tagp_filter_0107,Selective Filtering,Don't forget to call mom. The car needs oil change. Please send the report. Doctor appointment on Friday. The meeting is at 3 PM. Critical: System failure in production. Immediate action required. Pay electricity bill. Renew library books. Buy groceries on the way home.,What is the critical message?,8,System failure in production,9.6981,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_sustained_0050,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_divided_0082,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,15,"5, 4",14.54715,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_filter_0148,Selective Filtering,The error code is ERR_TIMEOUT_DB_CONNECTION. Python is popular for AI. Ruby is elegant. JavaScript is a programming language. C++ is low-level. Java runs on JVM. Go is good for concurrency. Rust is fast and safe. PHP is for web development.,What is the error code?,13,ERR_TIMEOUT_DB_CONNECTION,17.3515,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0260,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,1,car,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_divided_0384,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,20,"5, 4",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0134,Adversarial Needle,The password is: 123456 | The password is: hunter2 | The password is: monkey123 | The password is: admin456 | The password is: football | The password is: CORRECT_answ3r!XK9 | The password is: letmein789 | The password is: qwerty123 | The password is: password1,What is the correct password?,8,CORRECT_answ3r!XK9,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_shift_0327,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,3,Item B,9.6981,colliculus,Colliculus FilterConfig.focus switching cost
tagp_filter_0271,Selective Filtering,Java runs on JVM. Rust is fast and safe. Go is good for concurrency. The error code is ERR_TIMEOUT_DB_CONNECTION. Python is popular for AI. JavaScript is a programming language.,What is the error code?,5,ERR_TIMEOUT_DB_CONNECTION,5.5051,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0153,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,4,Item B,17.3515,colliculus,Colliculus FilterConfig.focus switching cost
