id,task,question,answer,ground_truth_confidence,difficulty,brain_zone,neural_analog
tmp_confidence_calibration_2016,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2017,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2018,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2019,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2020,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2021,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2022,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2023,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2024,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2025,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2026,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2027,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2028,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2029,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2030,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2031,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2032,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2033,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2034,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2035,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2036,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2037,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2038,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2039,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2040,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2041,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2042,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2043,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2044,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2045,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2046,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2047,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2048,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2049,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2050,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2051,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2052,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2053,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2054,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2055,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2056,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2057,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2058,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2059,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2060,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2061,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2062,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2063,Confidence Calibration,What is 2^20?,1048576,0.98,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2064,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_2065,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,30.861,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
