id,task,scenario,perspective,expected_inference,difficulty,brain_zone,neural_analog
tscp_aud_0211,Audience Adaptation,"Topic: How the internet works
Audience: Grandparent who never used computers
Required complexity: avoid jargon, use familiar comparisons",Level 2 adaptation,Internet is like a postal system for messages,11.0102,broca,Broca area adjusts complexity based on audience model
tscp_neg_0298,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_norm_0403,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_norm_0043,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_aud_0425,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_norm_0198,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_neg_0036,Negotiation,Company offers employee $50K for role worth $70K market rate. Employee asks for $65K. Company says $55K final.,Level 2 fairness reasoning,Unfair: Company underpays relative to market,11.0102,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0169,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_prag_0209,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_neg_0226,Negotiation,Company offers employee $50K for role worth $70K market rate. Employee asks for $65K. Company says $55K final.,Level 2 fairness reasoning,Unfair: Company underpays relative to market,11.0102,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0000,Theory of Mind — False Belief,Sally puts a toy in a basket and leaves. Anne moves the toy to a box. Sally returns.,Level 1 perspective taking,basket (false belief),3.0,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_prag_0395,Pragmatic Inference,"Utterance: 'Great weather for a picnic!'
Context: It's raining heavily outside.",Level 1 context cues,sarcastic,3.0,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0106,Audience Adaptation,"Topic: How the internet works
Audience: Grandparent who never used computers
Required complexity: avoid jargon, use familiar comparisons",Level 2 adaptation,Internet is like a postal system for messages,11.0102,broca,Broca area adjusts complexity based on audience model
tscp_tom_0415,Theory of Mind — False Belief,Sally puts a toy in a basket and leaves. Anne moves the toy to a box. Sally returns.,Level 1 perspective taking,basket (false belief),3.0,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0142,Theory of Mind — False Belief,Alice tells Bob that a surprise party is at 5 PM. Bob tells Charlie it's at 5 PM. Alice changes time to 6 PM but doesn't tell Bob. Bob doesn't tell Charlie about the change.,Level 3 perspective taking,5 PM (inherited Bob's false belief),29.0943,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0194,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0209,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_norm_0279,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_aud_0183,Audience Adaptation,"Topic: Quantum computing
Audience: Physics undergraduate students
Required complexity: technical but accessible, use relevant analogies",Level 4 adaptation,"Discuss qubits, superposition, entanglement with some math",69.406,broca,Broca area adjusts complexity based on audience model
tscp_tom_0115,Theory of Mind — False Belief,Sally puts a toy in a basket and leaves. Anne moves the toy to a box. Sally returns.,Level 1 perspective taking,basket (false belief),3.0,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0405,Theory of Mind — False Belief,Sally puts a toy in a basket and leaves. Anne moves the toy to a box. Sally returns.,Level 1 perspective taking,basket (false belief),3.0,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_neg_0305,Negotiation,Alice offers Bob $10 for an item worth $15. Bob counters at $12.,Level 1 fairness reasoning,Fair compromise: both benefit,3.0,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0121,Theory of Mind — False Belief,John puts his keys on the table and goes outside. Mary moves the keys to a drawer. John's friend tells him 'Mary moved your keys.' John doesn't know where Mary moved them.,Level 2 perspective taking,"Keys were moved, but John doesn't know where",11.0102,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_prag_0011,Pragmatic Inference,"Utterance: 'I just love waiting in line for 3 hours.'
Context: Speaker looks frustrated and checks watch repeatedly.",Level 2 context cues,ironic,11.0102,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_prag_0429,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0220,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_neg_0309,Negotiation,International treaty: Country A reduces emissions 50% at high cost. Country B reduces 10% at low cost. Country C is developing and increases emissions. Climate impact: global but costs local.,Level 5 fairness reasoning,"A and B should reduce more, C gets allowance for development",154.305,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_aud_0102,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_norm_0134,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_neg_0083,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0050,Pragmatic Inference,"Utterance: 'Great weather for a picnic!'
Context: It's raining heavily outside.",Level 1 context cues,sarcastic,3.0,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_prag_0397,Pragmatic Inference,"Utterance: 'Do you have the time?'
Context: Person approaches stranger on street.",Level 3 context cues,request for information,29.0943,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_norm_0078,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_norm_0302,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_norm_0194,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_norm_0036,Implicit Social Norms,Guest arrives 15 minutes late to dinner party.,Level 2 cultural awareness,Apology appropriate in most Western contexts,11.0102,ofc,OFC social value system for cultural norm inference
tscp_prag_0361,Pragmatic Inference,"Utterance: 'I just love waiting in line for 3 hours.'
Context: Speaker looks frustrated and checks watch repeatedly.",Level 2 context cues,ironic,11.0102,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_neg_0314,Negotiation,International treaty: Country A reduces emissions 50% at high cost. Country B reduces 10% at low cost. Country C is developing and increases emissions. Climate impact: global but costs local.,Level 5 fairness reasoning,"A and B should reduce more, C gets allowance for development",154.305,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
