id,task,question,answer,ground_truth,examples_count,context_length,difficulty,brain_zone,neural_analog
thlp_context_0118,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0302,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0257,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0251,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,5.5051,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0176,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,2,72,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_fewshot_0352,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,4,72,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0079,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0314,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_fewshot_0247,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,4,51,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0141,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0325,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0390,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0096,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,2,72,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0244,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0101,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,2,61,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_fewshot_0376,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,2,72,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0271,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0377,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,4,61,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_error_0414,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0008,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,17.3515,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0355,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0353,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,6,61,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_error_0348,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,17.3515,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0104,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_belief_0211,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_context_0409,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0389,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_reward_0079,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0315,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0151,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,5.5051,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0274,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,8,49,30.861,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_fewshot_0359,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,8,51,30.861,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0060,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0273,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,6,61,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0453,Long-Context Retention,"A company has 4 departments. Department A has 12 employees. Department B has 8 but is hiring 3 more. Department C lost 2 employees who moved to Department D. Department D originally had 10 employees and received a team of 5 from Department A. Department A also sent 2 employees to Department E, which started with 7.

How many employees are in each department now?","A: 5, B: 11, C: 8, D: 15, E: 9","A: 5, B: 11, C: 8, D: 15, E: 9",0,13,17.3515,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0027,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_reward_0220,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,3.0,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_error_0133,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,17.3515,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0167,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,4,51,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0202,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_fewshot_0085,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,1,61,3.0,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0223,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,17.3515,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0286,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
